時間,設備,值
2024-10-19 14:59:24,SA-37/LINE_LEVEL,12611
2024-10-19 14:59:26,SA-37/LINE_LEVEL,12675
2024-10-19 14:59:28,SA-37/LINE_LEVEL,12611
2024-10-19 14:59:30,SA-37/LINE_LEVEL,12595
2024-10-19 14:59:32,SA-37/LINE_LEVEL,12739
2024-10-19 14:59:34,SA-37/LINE_LEVEL,12659
2024-10-19 14:59:36,SA-37/LINE_LEVEL,12643
2024-10-19 14:59:38,SA-37/LINE_LEVEL,12707
2024-10-19 14:59:40,SA-37/LINE_LEVEL,12643
2024-10-19 14:59:42,SA-37/LINE_LEVEL,9058
2024-10-19 14:59:44,SA-37/TEMPERATURE,28.45
2024-10-19 14:59:44,SA-37/LINE_LEVEL,8978
2024-10-19 14:59:46,SA-37/TEMPERATURE,28.92
2024-10-19 14:59:46,SA-37/LINE_LEVEL,9026
2024-10-19 14:59:48,SA-37/LINE_LEVEL,9138
2024-10-19 14:59:50,SA-37/LINE_LEVEL,8946
2024-10-19 14:59:52,SA-37/LINE_LEVEL,9042
2024-10-19 14:59:54,SA-37/LINE_LEVEL,8994
2024-10-19 14:59:56,SA-37/LINE_LEVEL,8978
2024-10-19 14:59:58,SA-37/LINE_LEVEL,8866
2024-10-19 15:00:00,SA-37/TEMPERATURE,28.45
2024-10-19 15:00:00,SA-37/LINE_LEVEL,8786
2024-10-19 15:00:02,SA-37/TEMPERATURE,28.92
2024-10-19 15:00:02,SA-37/LINE_LEVEL,8914
2024-10-19 15:00:04,SA-37/LINE_LEVEL,8738
2024-10-19 15:00:06,SA-37/LINE_LEVEL,8978
2024-10-19 15:00:08,SA-37/LINE_LEVEL,8898
2024-10-19 15:00:10,SA-37/LINE_LEVEL,8946
2024-10-19 15:00:12,SA-37/LINE_LEVEL,8866
2024-10-19 15:00:14,SA-37/LINE_LEVEL,8994
2024-10-19 15:00:16,SA-37/LINE_LEVEL,8866
2024-10-19 15:00:20,SA-37/LINE_LEVEL,8674
2024-10-19 15:00:22,SA-37/LINE_LEVEL,8482
2024-10-19 15:00:24,SA-37/LINE_LEVEL,8450
2024-10-19 15:00:26,SA-37/LINE_LEVEL,8434
2024-10-19 15:00:28,SA-37/LINE_LEVEL,8466
2024-10-19 15:00:30,SA-37/LINE_LEVEL,8514
2024-10-19 15:00:32,SA-37/TEMPERATURE,28.45
2024-10-19 15:00:32,SA-37/TEMPERATURE,28.45
2024-10-19 15:00:32,SA-37/LINE_LEVEL,8466
2024-10-19 15:00:34,SA-37/LINE_LEVEL,8338
2024-10-19 15:00:36,SA-37/TEMPERATURE,28.92
2024-10-19 15:00:36,SA-37/TEMPERATURE,28.92
2024-10-19 15:00:38,SA-37/TEMPERATURE,28.45
2024-10-19 15:00:38,SA-37/TEMPERATURE,28.45
2024-10-19 15:00:38,SA-37/LINE_LEVEL,8258
2024-10-19 15:00:40,SA-37/LINE_LEVEL,8386
2024-10-19 15:00:42,SA-37/TEMPERATURE,28.92
2024-10-19 15:00:42,SA-37/LINE_LEVEL,8482
2024-10-19 15:00:44,SA-37/LINE_LEVEL,8466
2024-10-19 15:00:46,SA-37/LINE_LEVEL,8338
2024-10-19 15:00:48,SA-37/LINE_LEVEL,8322
2024-10-19 15:00:50,SA-37/LINE_LEVEL,8370
2024-10-19 15:00:52,SA-37/LINE_LEVEL,8482
2024-10-19 15:00:56,SA-37/TEMPERATURE,28.45
2024-10-19 15:00:56,SA-37/LINE_LEVEL,8866
2024-10-19 15:00:58,SA-37/TEMPERATURE,28.92
2024-10-19 15:00:58,SA-37/LINE_LEVEL,8242
2024-10-19 15:01:00,SA-37/LINE_LEVEL,8338
2024-10-19 15:01:02,SA-37/LINE_LEVEL,8322
2024-10-19 15:01:04,SA-37/LINE_LEVEL,8258
2024-10-19 15:01:06,SA-37/LINE_LEVEL,8194
2024-10-19 15:01:08,SA-37/LINE_LEVEL,8418
2024-10-19 15:01:10,SA-37/LINE_LEVEL,8626
2024-10-19 15:01:12,SA-37/LINE_LEVEL,8338
2024-10-19 15:01:14,SA-37/LINE_LEVEL,8626
2024-10-19 15:01:16,SA-37/LINE_LEVEL,8658
2024-10-19 15:01:18,SA-37/LINE_LEVEL,8514
2024-10-19 15:01:20,SA-37/LINE_LEVEL,8722
2024-10-19 15:01:22,SA-37/LINE_LEVEL,8658
2024-10-19 15:01:24,SA-37/LINE_LEVEL,8626
2024-10-19 15:01:28,SA-37/TEMPERATURE,28.45
2024-10-19 15:01:30,SA-37/TEMPERATURE,28.92
2024-10-19 15:01:30,SA-37/TEMPERATURE,28.92
2024-10-19 15:01:30,SA-37/LINE_LEVEL,8674
2024-10-19 15:01:32,SA-37/LINE_LEVEL,8450
2024-10-19 15:01:34,SA-37/LINE_LEVEL,8370
2024-10-19 15:01:36,SA-37/LINE_LEVEL,8177
2024-10-19 15:01:40,SA-37/LINE_LEVEL,8226
2024-10-19 15:01:42,SA-37/LINE_LEVEL,8177
2024-10-19 15:01:44,SA-37/LINE_LEVEL,8226
2024-10-19 15:01:46,SA-37/LINE_LEVEL,8177
2024-10-19 15:01:48,SA-37/LINE_LEVEL,8242
2024-10-19 15:01:50,SA-37/LINE_LEVEL,8290
2024-10-19 15:01:54,SA-37/LINE_LEVEL,8338
2024-10-19 15:01:56,SA-37/LINE_LEVEL,8210
2024-10-19 15:01:58,SA-37/LINE_LEVEL,10834
2024-10-19 15:02:00,SA-37/LINE_LEVEL,10738
2024-10-19 15:02:02,SA-37/TEMPERATURE,28.45
2024-10-19 15:02:02,SA-37/LINE_LEVEL,9314
2024-10-19 15:02:04,SA-37/TEMPERATURE,28.92
2024-10-19 15:02:04,SA-37/LINE_LEVEL,9954
2024-10-19 15:02:06,SA-37/LINE_LEVEL,8978
2024-10-19 15:02:08,SA-37/LINE_LEVEL,10050
2024-10-19 15:02:10,SA-37/LINE_LEVEL,9026
2024-10-19 15:02:12,SA-37/LINE_LEVEL,9058
2024-10-19 15:02:14,SA-37/TEMPERATURE,28.45
2024-10-19 15:02:14,SA-37/LINE_LEVEL,9042
2024-10-19 15:02:16,SA-37/TEMPERATURE,28.92
2024-10-19 15:02:16,SA-37/LINE_LEVEL,9186
2024-10-19 15:02:18,SA-37/LINE_LEVEL,7809
2024-10-19 15:02:20,SA-37/LINE_LEVEL,7505
2024-10-19 15:02:22,SA-37/LINE_LEVEL,7297
2024-10-19 15:02:24,SA-37/LINE_LEVEL,7569
2024-10-19 15:02:26,SA-37/LINE_LEVEL,7313
2024-10-19 15:02:28,SA-37/LINE_LEVEL,7489
2024-10-19 15:02:30,SA-37/LINE_LEVEL,9746
2024-10-19 15:02:32,SA-37/LINE_LEVEL,9730
2024-10-19 15:02:34,SA-37/LINE_LEVEL,9698
2024-10-19 15:02:38,SA-37/LINE_LEVEL,9650
2024-10-19 15:02:40,SA-37/LINE_LEVEL,9730
2024-10-19 15:02:42,SA-37/LINE_LEVEL,9618
2024-10-19 15:02:44,SA-37/LINE_LEVEL,9634
2024-10-19 15:02:46,SA-37/LINE_LEVEL,9666
2024-10-19 15:02:48,SA-37/LINE_LEVEL,9554
2024-10-19 15:02:50,SA-37/LINE_LEVEL,9106
2024-10-19 15:02:52,SA-37/LINE_LEVEL,9090
2024-10-19 15:02:54,SA-37/LINE_LEVEL,8978
2024-10-19 15:02:56,SA-37/TEMPERATURE,28.45
2024-10-19 15:02:56,SA-37/LINE_LEVEL,8994
2024-10-19 15:02:58,SA-37/TEMPERATURE,28.92
2024-10-19 15:02:58,SA-37/LINE_LEVEL,8946
2024-10-19 15:03:00,SA-37/LINE_LEVEL,8898
2024-10-19 15:03:02,SA-37/LINE_LEVEL,8978
2024-10-19 15:03:04,SA-37/LINE_LEVEL,9058
2024-10-19 15:03:06,SA-37/LINE_LEVEL,8914
2024-10-19 15:03:08,SA-37/LINE_LEVEL,8946
2024-10-19 15:03:10,SA-37/LINE_LEVEL,8978
2024-10-19 15:03:12,SA-37/LINE_LEVEL,8994
2024-10-19 15:03:14,SA-37/LINE_LEVEL,9106
2024-10-19 15:03:16,SA-37/TEMPERATURE,28.45
2024-10-19 15:03:16,SA-37/LINE_LEVEL,8978
2024-10-19 15:03:18,SA-37/TEMPERATURE,28.92
2024-10-19 15:03:18,SA-37/LINE_LEVEL,9010
2024-10-19 15:03:20,SA-37/LINE_LEVEL,8962
2024-10-19 15:03:22,SA-37/LINE_LEVEL,9026
2024-10-19 15:03:24,SA-37/LINE_LEVEL,8866
2024-10-19 15:03:30,SA-37/TEMPERATURE,28.45
2024-10-19 15:03:32,SA-37/TEMPERATURE,28.92
2024-10-19 15:03:34,SA-37/TEMPERATURE,28.45
2024-10-19 15:03:36,SA-37/LED_LEVEL,4
2024-10-19 15:03:38,SA-37/TEMPERATURE,28.92
2024-10-19 15:03:42,SA-37/TEMPERATURE,28.45
2024-10-19 15:03:46,SA-37/TEMPERATURE,28.92
2024-10-19 15:04:06,SA-37/TEMPERATURE,28.45
2024-10-19 15:04:08,SA-37/TEMPERATURE,28.92
2024-10-19 15:04:10,SA-37/TEMPERATURE,28.45
2024-10-19 15:04:14,SA-37/TEMPERATURE,28.92
2024-10-19 15:04:16,SA-37/TEMPERATURE,28.45
2024-10-19 15:04:20,SA-37/TEMPERATURE,28.92
2024-10-19 15:04:30,SA-37/TEMPERATURE,28.45
2024-10-19 15:04:32,SA-37/TEMPERATURE,28.92
2024-10-19 15:04:34,SA-37/TEMPERATURE,28.45
2024-10-19 15:04:42,SA-37/TEMPERATURE,28.92
2024-10-19 15:04:44,SA-37/TEMPERATURE,28.45
2024-10-19 15:04:50,SA-37/TEMPERATURE,28.92
2024-10-19 15:04:52,SA-37/TEMPERATURE,28.45
2024-10-19 15:04:58,SA-37/TEMPERATURE,28.92
2024-10-19 15:05:00,SA-37/TEMPERATURE,28.45
2024-10-19 15:05:42,SA-37/LED_LEVEL,4
2024-10-19 15:05:42,SA-37/TEMPERATURE,28.45
2024-10-19 15:05:42,SA-37/LINE_LEVEL,1504
2024-10-19 15:05:44,SA-37/LINE_LEVEL,1536
2024-10-19 15:05:46,SA-37/LINE_LEVEL,1456
2024-10-19 15:05:48,SA-37/LINE_LEVEL,1504
2024-10-19 15:05:50,SA-37/LINE_LEVEL,1536
2024-10-19 15:05:52,SA-37/LINE_LEVEL,1408
2024-10-19 15:05:54,SA-37/LINE_LEVEL,1504
2024-10-19 15:05:56,SA-37/TEMPERATURE,28.92
2024-10-19 15:05:56,SA-37/LINE_LEVEL,1552
2024-10-19 15:05:58,SA-37/TEMPERATURE,28.45
2024-10-19 15:05:58,SA-37/TEMPERATURE,28.45
2024-10-19 15:05:58,SA-37/LINE_LEVEL,1472
2024-10-19 15:06:00,SA-37/LINE_LEVEL,1488
2024-10-19 15:06:02,SA-37/LINE_LEVEL,1440
2024-10-19 15:06:04,SA-37/LINE_LEVEL,1456
2024-10-19 15:06:06,SA-37/LINE_LEVEL,1520
2024-10-19 15:06:08,SA-37/LINE_LEVEL,1456
2024-10-19 15:06:10,SA-37/LINE_LEVEL,1504
2024-10-19 15:06:12,SA-37/LINE_LEVEL,1552
2024-10-19 15:06:14,SA-37/LINE_LEVEL,1472
2024-10-19 15:06:16,SA-37/LINE_LEVEL,1424
2024-10-19 15:06:18,SA-37/LINE_LEVEL,1456
2024-10-19 15:06:20,SA-37/LINE_LEVEL,1520
2024-10-19 15:06:22,SA-37/LINE_LEVEL,1472
2024-10-19 15:06:24,SA-37/LINE_LEVEL,1440
2024-10-19 15:06:26,SA-37/LINE_LEVEL,1504
2024-10-19 15:06:28,SA-37/LINE_LEVEL,1536
2024-10-19 15:06:30,SA-37/LINE_LEVEL,1440
2024-10-19 15:06:32,SA-37/LINE_LEVEL,1456
2024-10-19 15:06:34,SA-37/LINE_LEVEL,1376
2024-10-19 15:06:36,SA-37/LINE_LEVEL,1408
2024-10-19 15:06:40,SA-37/LINE_LEVEL,0
2024-10-19 15:06:54,SA-37/LED_LEVEL,5
2024-10-19 15:06:54,SA-37/LED_LEVEL,5
2024-10-19 15:06:54,SA-37/LED_LEVEL,5
2024-10-19 15:06:56,SA-37/LINE_LEVEL,1
2024-10-19 15:07:16,SA-37/LED_LEVEL,4
2024-10-19 15:07:16,SA-37/LED_LEVEL,4
2024-10-19 15:07:18,SA-37/LINE_LEVEL,0
2024-10-19 15:07:33,SA-37/TEMPERATURE,27.98
2024-10-19 15:07:33,SA-37/TEMPERATURE,27.98
2024-10-19 15:07:37,SA-37/TEMPERATURE,28.45
2024-10-19 15:07:41,SA-37/TEMPERATURE,27.98
2024-10-19 15:07:41,SA-37/TEMPERATURE,27.98
2024-10-19 15:07:44,SA-37/TEMPERATURE,28.45
2024-10-19 15:07:44,SA-37/TEMPERATURE,28.45
2024-10-19 15:07:53,SA-37/TEMPERATURE,27.98
2024-10-19 15:07:53,SA-37/TEMPERATURE,27.98
2024-10-19 15:07:55,SA-37/TEMPERATURE,28.45
2024-10-19 15:07:59,SA-37/TEMPERATURE,27.98
2024-10-19 15:08:01,SA-37/TEMPERATURE,28.45
2024-10-19 15:08:01,SA-37/TEMPERATURE,28.45
2024-10-19 15:08:07,SA-37/TEMPERATURE,27.98
2024-10-19 15:08:09,SA-37/TEMPERATURE,28.45
2024-10-19 15:08:13,SA-37/TEMPERATURE,27.98
2024-10-19 15:08:15,SA-37/TEMPERATURE,28.45
2024-10-19 15:08:18,SA-37/LINE_LEVEL,1
2024-10-19 15:08:29,SA-37/TEMPERATURE,27.98
2024-10-19 15:08:31,SA-37/TEMPERATURE,28.45
2024-10-19 15:08:59,SA-37/TEMPERATURE,27.98
2024-10-19 15:09:01,SA-37/TEMPERATURE,28.45
2024-10-19 15:09:19,SA-37/TEMPERATURE,27.98
2024-10-19 15:09:21,SA-37/TEMPERATURE,28.45
2024-10-19 15:09:31,SA-37/TEMPERATURE,27.98
2024-10-19 15:09:35,SA-37/TEMPERATURE,28.45
2024-10-19 15:09:43,SA-37/TEMPERATURE,27.98
2024-10-19 15:09:43,SA-37/TEMPERATURE,27.98
2024-10-19 15:09:45,SA-37/TEMPERATURE,28.45
2024-10-19 15:09:47,SA-37/TEMPERATURE,27.98
2024-10-19 15:09:49,SA-37/TEMPERATURE,28.45
2024-10-19 15:09:51,SA-37/TEMPERATURE,27.98
2024-10-19 15:09:53,SA-37/TEMPERATURE,28.45
2024-10-19 15:09:57,SA-37/TEMPERATURE,27.98
2024-10-19 15:09:59,SA-37/TEMPERATURE,28.45
2024-10-19 15:09:59,SA-37/TEMPERATURE,28.45
2024-10-19 15:10:05,SA-37/TEMPERATURE,27.98
2024-10-19 15:10:07,SA-37/TEMPERATURE,28.45
2024-10-19 15:10:09,SA-37/TEMPERATURE,27.98
2024-10-19 15:10:42,SA-37/TEMPERATURE,28.45
2024-10-19 15:10:47,SA-37/TEMPERATURE,27.98
2024-10-19 15:10:53,SA-37/TEMPERATURE,28.45
2024-10-19 15:11:07,SA-37/TEMPERATURE,27.98
2024-10-19 15:11:09,SA-37/TEMPERATURE,28.45
2024-10-19 15:11:11,SA-37/TEMPERATURE,27.98
2024-10-19 15:11:15,SA-37/TEMPERATURE,28.45
2024-10-19 15:11:15,SA-37/TEMPERATURE,28.45
2024-10-19 15:11:17,SA-37/TEMPERATURE,27.98
2024-10-19 15:11:17,SA-37/TEMPERATURE,27.98
2024-10-19 15:11:19,SA-37/TEMPERATURE,28.45
2024-10-19 15:11:26,SA-37/TEMPERATURE,27.98
2024-10-19 15:11:26,SA-37/TEMPERATURE,27.98
2024-10-19 15:11:27,SA-37/TEMPERATURE,28.45
2024-10-19 15:11:41,SA-37/TEMPERATURE,27.98
2024-10-19 15:11:43,SA-37/TEMPERATURE,28.45
2024-10-19 15:11:53,SA-37/TEMPERATURE,27.98
2024-10-19 15:11:55,SA-37/TEMPERATURE,28.45
2024-10-19 15:12:54,SA-37/LINE_LEVEL,0
2024-10-19 15:13:02,SA-37/LINE_LEVEL,1
2024-10-19 15:13:04,SA-37/LINE_LEVEL,0
2024-10-19 15:13:04,SA-37/LED_LEVEL,5
2024-10-19 15:13:04,SA-37/LED_LEVEL,4
2024-10-19 15:13:05,SA-37/LED_LEVEL,5
2024-10-19 15:13:06,SA-37/LED_LEVEL,4
2024-10-19 15:13:06,SA-37/LED_LEVEL,4
2024-10-19 15:13:19,SA-37/TEMPERATURE,28.92
2024-10-19 15:13:21,SA-37/TEMPERATURE,28.45
2024-10-19 15:13:21,SA-37/TEMPERATURE,28.45
2024-10-19 15:13:25,SA-37/LED_LEVEL,2
2024-10-19 15:13:25,SA-37/LED_LEVEL,2
2024-10-19 15:13:27,SA-37/LED_LEVEL,1
2024-10-19 15:13:27,SA-37/LED_LEVEL,1
2024-10-19 15:13:30,SA-37/LED_LEVEL,4
2024-10-19 15:13:31,SA-37/LED_LEVEL,5
2024-10-19 15:13:32,SA-37/LED_LEVEL,6
2024-10-19 15:13:45,SA-37/TEMPERATURE,28.92
2024-10-19 15:13:49,SA-37/TEMPERATURE,28.45
2024-10-19 15:13:55,SA-37/TEMPERATURE,28.92
2024-10-19 15:13:55,SA-37/TEMPERATURE,28.92
2024-10-19 15:13:57,SA-37/TEMPERATURE,28.45
2024-10-19 15:14:01,SA-37/TEMPERATURE,28.92
2024-10-19 15:14:03,SA-37/TEMPERATURE,28.45
2024-10-19 15:14:03,SA-37/TEMPERATURE,28.45
2024-10-19 15:14:07,SA-37/TEMPERATURE,28.92
2024-10-19 15:14:16,SA-37/TEMPERATURE,28.45
2024-10-19 15:14:17,SA-37/TEMPERATURE,28.92
2024-10-19 15:14:17,SA-37/TEMPERATURE,28.92
2024-10-19 15:14:19,SA-37/TEMPERATURE,28.45
2024-10-19 15:14:23,SA-37/TEMPERATURE,28.92
2024-10-19 15:14:23,SA-37/TEMPERATURE,28.92
2024-10-19 15:14:25,SA-37/TEMPERATURE,28.45
2024-10-19 15:14:27,SA-37/TEMPERATURE,28.92
2024-10-19 15:14:29,SA-37/TEMPERATURE,28.45
2024-10-19 15:14:31,SA-37/TEMPERATURE,28.92
2024-10-19 15:14:33,SA-37/TEMPERATURE,28.45
2024-10-19 15:14:45,SA-37/TEMPERATURE,28.92
2024-10-19 15:14:47,SA-37/TEMPERATURE,28.45
2024-10-19 15:14:53,SA-37/TEMPERATURE,28.92
2024-10-19 15:14:55,SA-37/TEMPERATURE,28.45
2024-10-19 15:15:00,SA-37/TEMPERATURE,28.92
2024-10-19 15:15:01,SA-37/TEMPERATURE,28.45
2024-10-19 15:15:05,SA-37/TEMPERATURE,28.92
2024-10-19 15:15:08,SA-37/TEMPERATURE,28.45
2024-10-19 15:15:09,SA-37/TEMPERATURE,28.92
2024-10-19 15:15:15,SA-37/TEMPERATURE,28.45
2024-10-19 15:15:17,SA-37/TEMPERATURE,28.92
2024-10-19 15:15:22,SA-37/TEMPERATURE,28.45
2024-10-19 15:15:22,SA-37/TEMPERATURE,28.45
2024-10-19 15:15:25,SA-37/TEMPERATURE,28.92
2024-10-19 15:15:29,SA-37/TEMPERATURE,28.45
2024-10-19 15:15:29,SA-37/TEMPERATURE,28.45
2024-10-19 15:15:31,SA-37/TEMPERATURE,28.92
2024-10-19 15:15:39,SA-37/TEMPERATURE,28.45
2024-10-19 15:15:41,SA-37/TEMPERATURE,28.92
2024-10-19 15:15:41,SA-37/TEMPERATURE,28.92
2024-10-19 15:15:49,SA-37/TEMPERATURE,28.45
2024-10-19 15:15:49,SA-37/TEMPERATURE,28.45
2024-10-19 15:15:51,SA-37/TEMPERATURE,28.92
2024-10-19 15:15:51,SA-37/TEMPERATURE,28.92
2024-10-19 15:15:53,SA-37/TEMPERATURE,28.45
2024-10-19 15:15:53,SA-37/TEMPERATURE,28.45
2024-10-19 15:15:55,SA-37/TEMPERATURE,28.92
2024-10-19 15:16:23,SA-37/TEMPERATURE,28.45
2024-10-19 15:16:25,SA-37/TEMPERATURE,28.92
2024-10-19 15:16:25,SA-37/TEMPERATURE,28.92
2024-10-19 15:16:29,SA-37/TEMPERATURE,28.45
2024-10-19 15:16:31,SA-37/TEMPERATURE,28.92
2024-10-19 15:16:31,SA-37/TEMPERATURE,28.92
2024-10-19 15:16:35,SA-37/TEMPERATURE,28.45
2024-10-19 15:16:37,SA-37/TEMPERATURE,28.92
2024-10-19 15:16:41,SA-37/TEMPERATURE,28.45
2024-10-19 15:16:43,SA-37/TEMPERATURE,28.92
2024-10-19 15:16:51,SA-37/TEMPERATURE,28.45
2024-10-19 15:16:53,SA-37/TEMPERATURE,28.92
2024-10-19 15:16:53,SA-37/TEMPERATURE,28.92
2024-10-19 15:16:59,SA-37/TEMPERATURE,28.45
2024-10-19 15:17:01,SA-37/TEMPERATURE,28.92
2024-10-19 15:17:13,SA-37/TEMPERATURE,28.45
2024-10-19 15:17:16,SA-37/TEMPERATURE,28.92
2024-10-19 15:17:43,SA-37/TEMPERATURE,28.92
2024-10-19 15:17:44,SA-37/LINE_LEVEL,0
2024-10-19 15:17:44,SA-37/LED_LEVEL,6
2024-10-19 15:20:33,SA-37/TEMPERATURE,29.85
2024-10-19 15:20:35,SA-37/TEMPERATURE,28.92
2024-10-19 15:20:56,SA-37/TEMPERATURE,29.39
2024-10-19 15:20:58,SA-37/TEMPERATURE,28.92
2024-10-19 15:21:02,SA-37/TEMPERATURE,29.39
2024-10-19 15:21:05,SA-37/TEMPERATURE,28.92
2024-10-19 15:21:11,SA-37/TEMPERATURE,29.39
2024-10-19 15:21:11,SA-37/TEMPERATURE,28.92
2024-10-19 15:21:16,SA-37/TEMPERATURE,29.39
2024-10-19 15:21:17,SA-37/TEMPERATURE,28.92
2024-10-19 15:21:22,SA-37/TEMPERATURE,29.39
2024-10-19 15:21:25,SA-37/TEMPERATURE,29.85
2024-10-19 15:21:26,SA-37/TEMPERATURE,28.92
2024-10-19 15:21:32,SA-37/TEMPERATURE,29.39
2024-10-19 15:21:33,SA-37/TEMPERATURE,28.92
2024-10-19 15:21:34,SA-37/TEMPERATURE,29.85
2024-10-19 15:21:36,SA-37/TEMPERATURE,28.92
2024-10-19 15:21:51,SA-37/TEMPERATURE,29.39
2024-10-19 15:21:54,SA-37/TEMPERATURE,28.92
2024-10-19 15:21:55,SA-37/TEMPERATURE,29.39
2024-10-19 15:21:58,SA-37/TEMPERATURE,28.92
2024-10-19 15:22:03,SA-37/TEMPERATURE,29.39
2024-10-19 15:22:05,SA-37/TEMPERATURE,28.92
2024-10-19 15:22:11,SA-37/TEMPERATURE,29.39
2024-10-19 15:22:15,SA-37/TEMPERATURE,28.92
2024-10-19 15:22:17,SA-37/TEMPERATURE,29.39
2024-10-19 15:22:19,SA-37/TEMPERATURE,28.92
2024-10-19 15:22:25,SA-37/TEMPERATURE,29.39
2024-10-19 15:22:28,SA-37/TEMPERATURE,28.92
2024-10-19 15:22:29,SA-37/TEMPERATURE,29.39
2024-10-19 15:22:31,SA-37/TEMPERATURE,28.92
2024-10-19 15:22:37,SA-37/TEMPERATURE,29.85
2024-10-19 15:22:39,SA-37/TEMPERATURE,28.92
2024-10-19 15:22:49,SA-37/TEMPERATURE,29.39
2024-10-19 15:22:53,SA-37/TEMPERATURE,28.92
2024-10-19 15:22:56,SA-37/TEMPERATURE,29.39
2024-10-19 15:22:59,SA-37/TEMPERATURE,28.92
2024-10-19 15:23:01,SA-37/TEMPERATURE,29.39
2024-10-19 15:23:07,SA-37/TEMPERATURE,28.92
2024-10-19 15:23:15,SA-37/TEMPERATURE,29.39
2024-10-19 15:23:17,SA-37/TEMPERATURE,28.92
2024-10-19 15:23:19,SA-37/TEMPERATURE,29.85
2024-10-19 15:23:22,SA-37/TEMPERATURE,29.39
2024-10-19 15:23:23,SA-37/TEMPERATURE,29.85
2024-10-19 15:23:25,SA-37/TEMPERATURE,29.39
2024-10-19 15:23:31,SA-37/TEMPERATURE,29.85
2024-10-19 15:23:33,SA-37/TEMPERATURE,29.39
2024-10-19 15:23:35,SA-37/TEMPERATURE,28.92
2024-10-19 15:23:41,SA-37/TEMPERATURE,29.39
2024-10-19 15:23:43,SA-37/TEMPERATURE,29.85
2024-10-19 15:23:45,SA-37/TEMPERATURE,29.39
2024-10-19 15:23:47,SA-37/TEMPERATURE,29.85
2024-10-19 15:23:49,SA-37/TEMPERATURE,29.39
2024-10-19 15:23:51,SA-37/TEMPERATURE,28.92
2024-10-19 15:23:53,SA-37/TEMPERATURE,29.39
2024-10-19 15:23:55,SA-37/TEMPERATURE,29.85
2024-10-19 15:24:03,SA-37/TEMPERATURE,29.39
2024-10-19 15:24:05,SA-37/TEMPERATURE,29.85
2024-10-19 15:24:07,SA-37/TEMPERATURE,28.92
2024-10-19 15:24:09,SA-37/TEMPERATURE,29.85
2024-10-19 15:24:14,SA-37/TEMPERATURE,28.92
2024-10-19 15:24:21,SA-37/TEMPERATURE,29.85
2024-10-19 15:24:25,SA-37/TEMPERATURE,28.92
2024-10-19 15:24:27,SA-37/TEMPERATURE,29.39
2024-10-19 15:24:33,SA-37/TEMPERATURE,29.85
2024-10-19 15:25:07,SA-37/TEMPERATURE,29.39
2024-10-19 15:25:09,SA-37/TEMPERATURE,29.85
2024-10-19 15:25:17,SA-37/TEMPERATURE,29.39
2024-10-19 15:25:21,SA-37/TEMPERATURE,29.85
2024-10-19 15:25:26,SA-37/TEMPERATURE,29.39
2024-10-19 15:25:27,SA-37/TEMPERATURE,29.85
2024-10-19 15:25:37,SA-37/TEMPERATURE,29.39
2024-10-19 15:25:41,SA-37/TEMPERATURE,29.85
2024-10-19 15:25:43,SA-37/TEMPERATURE,29.39
2024-10-19 15:25:46,SA-37/TEMPERATURE,29.85
2024-10-19 15:25:47,SA-37/TEMPERATURE,29.39
2024-10-19 15:25:49,SA-37/TEMPERATURE,29.85
2024-10-19 15:26:07,SA-37/TEMPERATURE,29.39
2024-10-19 15:26:09,SA-37/TEMPERATURE,29.85
2024-10-19 15:26:15,SA-37/TEMPERATURE,29.39
2024-10-19 15:26:17,SA-37/TEMPERATURE,28.92
2024-10-19 15:26:19,SA-37/TEMPERATURE,29.85
2024-10-19 15:26:27,SA-37/TEMPERATURE,29.39
2024-10-19 15:26:29,SA-37/TEMPERATURE,29.85
2024-10-19 15:26:37,SA-37/TEMPERATURE,29.39
2024-10-19 15:26:39,SA-37/TEMPERATURE,29.85
2024-10-19 15:27:43,SA-37/TEMPERATURE,28.92
2024-10-19 15:27:45,SA-37/TEMPERATURE,29.85
2024-10-19 15:27:49,SA-37/TEMPERATURE,29.39
2024-10-19 15:27:51,SA-37/TEMPERATURE,29.85
2024-10-19 15:28:01,SA-37/TEMPERATURE,29.39
2024-10-19 15:28:03,SA-37/TEMPERATURE,29.85
2024-10-19 15:28:57,SA-37/TEMPERATURE,29.39
2024-10-19 15:28:59,SA-37/TEMPERATURE,29.85
2024-10-19 15:29:51,SA-37/TEMPERATURE,29.39
2024-10-19 15:29:53,SA-37/TEMPERATURE,29.85
2024-10-19 15:30:11,SA-37/TEMPERATURE,30.32
2024-10-19 15:30:13,SA-37/TEMPERATURE,29.85
2024-10-19 15:30:29,SA-37/TEMPERATURE,30.32
2024-10-19 15:30:31,SA-37/TEMPERATURE,29.85
2024-10-19 15:31:19,SA-37/TEMPERATURE,29.39
2024-10-19 15:31:21,SA-37/TEMPERATURE,29.85
2024-10-19 15:32:43,SA-37/TEMPERATURE,30.32
2024-10-19 15:32:46,SA-37/TEMPERATURE,29.85
2024-10-19 15:33:01,SA-37/TEMPERATURE,30.32
2024-10-19 15:33:03,SA-37/TEMPERATURE,29.85
2024-10-19 15:33:07,SA-37/TEMPERATURE,30.32
2024-10-19 15:33:10,SA-37/TEMPERATURE,29.85
2024-10-19 15:33:24,SA-37/TEMPERATURE,30.32
2024-10-19 15:33:25,SA-37/TEMPERATURE,29.85
